iDeal-AliExpress-Products-2023-10-07
AliExpess ID,AliExpess Link,Exist
,https://www.aliexpress.com/item/.html,FALSE
33030740352,https://www.aliexpress.com/item/33030740352.html,TRUE
1005003501820069,https://www.aliexpress.com/item/1005003501820069.html,TRUE
1005005529822887,https://www.aliexpress.com/item/1005005529822887.html,TRUE
1005005622531741,https://www.aliexpress.com/item/1005005622531741.html,TRUE
506882,https://www.aliexpress.com/item/506882.html,FALSE
1005004106812645,https://www.aliexpress.com/item/1005004106812645.html,TRUE
1005005220518147,https://www.aliexpress.com/item/1005005220518147.html,TRUE
1005005243924991,https://www.aliexpress.com/item/1005005243924991.html,TRUE
1005001923320587,https://www.aliexpress.com/item/1005001923320587.html,TRUE
1005005351175988,https://www.aliexpress.com/item/1005005351175988.html,TRUE
1005004753689618,https://www.aliexpress.com/item/1005004753689618.html,TRUE
497835,https://www.aliexpress.com/item/497835.html,FALSE
32924095227,https://www.aliexpress.com/item/32924095227.html,TRUE
1005005511205684,https://www.aliexpress.com/item/1005005511205684.html,TRUE
1005005562393568,https://www.aliexpress.com/item/1005005562393568.html,TRUE
1005004250663207,https://www.aliexpress.com/item/1005004250663207.html,TRUE
1005005081387479,https://www.aliexpress.com/item/1005005081387479.html,TRUE
1005005646055519,https://www.aliexpress.com/item/1005005646055519.html,TRUE
1005005682583941,https://www.aliexpress.com/item/1005005682583941.html,TRUE
422646,https://www.aliexpress.com/item/422646.html,FALSE
1005002593012680,https://www.aliexpress.com/item/1005002593012680.html,TRUE
1005004824809852,https://www.aliexpress.com/item/1005004824809852.html,TRUE
1005005307125749,https://www.aliexpress.com/item/1005005307125749.html,TRUE
1005004661988857,https://www.aliexpress.com/item/1005004661988857.html,TRUE
1005004993175893,https://www.aliexpress.com/item/1005004993175893.html,TRUE
1005004586005602,https://www.aliexpress.com/item/1005004586005602.html,TRUE
,https://www.aliexpress.com/item/None.html,FALSE
1005005264370697,https://www.aliexpress.com/item/1005005264370697.html,TRUE
1005004118805907,https://www.aliexpress.com/item/1005004118805907.html,TRUE
1005004908957110,https://www.aliexpress.com/item/1005004908957110.html,TRUE
1005005993483304,https://www.aliexpress.com/item/1005005993483304.html,TRUE
521465,https://www.aliexpress.com/item/521465.html,FALSE
1005005204880592,https://www.aliexpress.com/item/1005005204880592.html,TRUE
1,https://www.aliexpress.com/item/00000001.html,FALSE
1005005450642143,https://www.aliexpress.com/item/1005005450642143.html,TRUE
1005004267862325,https://www.aliexpress.com/item/1005004267862325.html,TRUE
se2303106114158188,https://www.aliexpress.com/item/se2303106114158188.html,FALSE
1005002529458406,https://www.aliexpress.com/item/1005002529458406.html,TRUE
521117,https://www.aliexpress.com/item/521117.html,FALSE
1005003374142965,https://www.aliexpress.com/item/1005003374142965.html,TRUE
1005005633689295,https://www.aliexpress.com/item/1005005633689295.html,TRUE
1005005737384097,https://www.aliexpress.com/item/1005005737384097.html,FALSE
486481,https://www.aliexpress.com/item/486481.html,FALSE
1005005142303576,https://www.aliexpress.com/item/1005005142303576.html,TRUE
498352,https://www.aliexpress.com/item/498352.html,FALSE
1005004251117727,https://www.aliexpress.com/item/1005004251117727.html,TRUE
1005004813721113,https://www.aliexpress.com/item/1005004813721113.html,TRUE
1005004882911530,https://www.aliexpress.com/item/1005004882911530.html,TRUE
521740,https://www.aliexpress.com/item/521740.html,FALSE
498353,https://www.aliexpress.com/item/498353.html,FALSE
B071XW4C5Q,https://www.aliexpress.com/item/B071XW4C5Q.html,FALSE
1005005940321735,https://www.aliexpress.com/item/1005005940321735.html,TRUE
1005005613724685,https://www.aliexpress.com/item/1005005613724685.html,TRUE
3256803555461027,https://www.aliexpress.com/item/3256803555461027.html,TRUE
1005005132206854,https://www.aliexpress.com/item/1005005132206854.html,TRUE
1005004460278004,https://www.aliexpress.com/item/1005004460278004.html,TRUE
1005004408538493,https://www.aliexpress.com/item/1005004408538493.html,TRUE
1005003171521168,https://www.aliexpress.com/item/1005003171521168.html,FALSE
1005005790796286,https://www.aliexpress.com/item/1005005790796286.html,TRUE
32955645477,https://www.aliexpress.com/item/32955645477.html,TRUE
411584,https://www.aliexpress.com/item/411584.html,FALSE
1005005209147564,https://www.aliexpress.com/item/1005005209147564.html,TRUE
1005004325666365,https://www.aliexpress.com/item/1005004325666365.html,TRUE
32401431234,https://www.aliexpress.com/item/32401431234.html,TRUE
1005005390430247,https://www.aliexpress.com/item/1005005390430247.html,TRUE
1005005572049074,https://www.aliexpress.com/item/1005005572049074.html,TRUE
1005005586998405,https://www.aliexpress.com/item/1005005586998405.html,TRUE
1005003016375106,https://www.aliexpress.com/item/1005003016375106.html,TRUE
521551,https://www.aliexpress.com/item/521551.html,FALSE
1005005607241838,https://www.aliexpress.com/item/1005005607241838.html,TRUE
507111,https://www.aliexpress.com/item/507111.html,FALSE
32961970270,https://www.aliexpress.com/item/32961970270.html,TRUE
1005003416182958,https://www.aliexpress.com/item/1005003416182958.html,TRUE
1005005743750075,https://www.aliexpress.com/item/1005005743750075.html,TRUE
1005005362194985,https://www.aliexpress.com/item/1005005362194985.html,TRUE
480332,https://www.aliexpress.com/item/480332.html,FALSE
1005004085252642,https://www.aliexpress.com/item/1005004085252642.html,TRUE
32811221525,https://www.aliexpress.com/item/32811221525.html,TRUE
383466,https://www.aliexpress.com/item/383466.html,FALSE
486479,https://www.aliexpress.com/item/486479.html,FALSE
498296,https://www.aliexpress.com/item/498296.html,FALSE
520854,https://www.aliexpress.com/item/520854.html,FALSE
3256804224016264,https://www.aliexpress.com/item/3256804224016264.html,TRUE
403048,https://www.aliexpress.com/item/403048.html,FALSE
1005004489061887,https://www.aliexpress.com/item/1005004489061887.html,TRUE
1005005918934792,https://www.aliexpress.com/item/1005005918934792.html,FALSE
459704,https://www.aliexpress.com/item/459704.html,FALSE
1005004277238247,https://www.aliexpress.com/item/1005004277238247.html,TRUE
